  0.08437,0,4294967125,0,0,
  0.08758,0,4294967125,0,0,
  0.08880,0,4294967125,0,0,
  0.09000,0,4294967125,0,0,
  0.09119,0,4294967125,0,0,
  0.09230,0,4294967125,0,0,
  0.09348,0,4294967125,0,0,
  0.09457,0,4294967125,0,0,
  0.09571,0,4294967125,0,0,
  0.09679,0,4294967125,0,0,
  0.09803,0,4294967125,0,0,
  0.09909,0,4294967125,0,0,
  0.10017,0,4294967125,0,0,
  0.10126,0,4294967125,0,0,
  0.10234,0,4294967125,0,0,
  0.10341,0,4294967125,0,0,
  0.10448,0,4294967125,0,0,
  0.10557,0,4294967125,0,0,
  0.10666,0,4294967125,0,0,
  0.10773,0,4294967125,0,0,
  0.10883,0,4294967125,0,0,
  0.10998,0,4294967125,0,0,
  0.11108,0,4294967125,0,0,
  0.11215,0,4294967125,0,0,
  0.11322,0,4294967125,0,0,
  0.11435,0,4294967125,0,0,
  0.11543,0,4294967125,0,0,
  0.11650,0,4294967125,0,0,
  0.11759,0,4294967125,0,0,
  0.11865,0,4294967125,0,0,
  0.11977,0,4294967125,0,0,
  0.12086,0,4294967125,0,0,
  0.12203,0,4294967125,0,0,
  0.12309,0,4294967125,0,0,
  0.12416,0,4294967125,0,0,
  0.12528,0,4294967125,0,0,
  0.12634,0,4294967125,0,0,
  0.12741,0,4294967125,0,0,
  0.12845,0,4294967125,0,0,
  0.12940,0,4294967125,0,0,
  0.13039,0,4294967125,0,0,
  0.13135,0,4294967125,0,0,
  0.13234,0,4294967125,0,0,
  0.13329,0,4294967125,0,0,
  0.13436,0,4294967125,0,0,
  0.13531,0,4294967125,0,0,
  0.13626,0,4294967125,0,0,
  0.13720,0,4294967125,0,0,
  0.13822,0,4294967125,0,0,
  0.13914,0,4294967125,0,0,
  0.14002,0,4294967125,0,0,
  0.14088,0,4294967125,0,0,
  0.14181,0,4294967125,0,0,
  0.14266,0,4294967125,0,0,
  0.14353,0,4294967125,0,0,
  0.14440,0,4294967125,0,0,
  0.14533,0,4294967125,0,0,
  0.14619,0,4294967125,0,0,
  0.14705,0,4294967125,0,0,
  0.14792,0,4294967125,0,0,
  0.14882,0,4294967125,0,0,
  0.14965,0,4294967125,0,0,
  0.15042,0,4294967125,0,0,
  0.15120,0,4294967125,0,0,
  0.15199,0,4294967125,0,0,
  0.15277,0,4294967125,0,0,
  0.15391,0,4294967125,0,0,
  0.15496,0,4294967125,0,0,
  0.15607,0,4294967125,0,0,
  0.15724,0,4294967125,0,0,
  0.15829,0,4294967125,0,0,
  0.15934,0,4294967125,0,0,
  0.16049,0,4294967125,0,0,
  0.16166,0,4294967125,0,0,
  0.16264,0,4294967125,0,0,
  0.16385,0,4294967125,0,0,
  0.16467,0,4294967125,0,0,
  0.16543,0,4294967125,0,0,
  0.16615,0,4294967125,0,0,
  0.16686,0,4294967125,0,0,
  0.16756,0,4294967125,0,0,
  0.16827,0,4294967125,0,0,
  0.16898,0,4294967125,0,0,
  0.16976,0,4294967125,0,0,
  0.17049,0,4294967125,0,0,
  0.17120,0,4294967125,0,0,
  0.17195,0,4294967125,0,0,
  0.17266,0,4294967125,0,0,
  0.17333,0,4294967125,0,0,
  0.17402,0,4294967125,0,0,
  0.17466,0,4294967125,0,0,
  0.17532,0,4294967125,0,0,
  0.17599,0,4294967125,0,0,
  0.17666,0,4294967125,0,0,
  0.17732,0,4294967125,0,0,
  0.17799,0,4294967125,0,0,
  0.17865,0,4294967125,0,0,
  0.17931,0,4294967125,0,0,
  0.17996,0,4294967125,0,0,
  0.18062,0,4294967125,0,0,
  0.18128,0,4294967125,0,0,
  0.18201,0,4294967125,0,0,
  0.18267,0,4294967125,0,0,
  0.18331,0,4294967125,0,0,
  0.18389,0,4294967125,0,0,
  0.18446,0,4294967125,0,0,
  0.18503,0,4294967125,0,0,
  0.18570,0,4294967125,0,0,
  0.18628,0,4294967125,0,0,
  0.18687,0,4294967125,0,0,
  0.18744,0,4294967125,0,0,
  0.18800,0,4294967125,0,0,
  0.18861,0,4294967125,0,0,
  0.18918,0,4294967125,0,0,
  0.18977,0,4294967125,0,0,
  0.19039,0,4294967125,0,0,
  0.19098,0,4294967125,0,0,
  0.19158,0,4294967125,0,0,
  0.19214,0,4294967125,0,0,
  0.19275,0,4294967125,0,0,
  0.19332,0,4294967125,0,0,
  0.19406,0,4294967125,0,0,
  0.19471,0,4294967125,0,0,
  0.19525,0,4294967125,0,0,
  0.19580,0,4294967125,0,0,
  0.19634,0,4294967125,0,0,
  0.19688,0,4294967125,0,0,
  0.19747,0,4294967125,0,0,
  0.19806,0,4294967125,0,0,
  0.19860,0,4294967125,0,0,
  0.19913,0,4294967125,0,0,
  0.19968,0,4294967125,0,0,
  0.20021,0,4294967125,0,0,
  0.20075,0,4294967125,0,0,
  0.20136,0,4294967125,0,0,
  0.20194,0,4294967125,0,0,
  0.20249,0,4294967125,0,0,
  0.20311,0,4294967125,0,0,
  0.20366,0,4294967125,0,0,
  0.20421,0,4294967125,0,0,
  0.20470,0,4294967125,0,0,
  0.20520,0,4294967125,0,0,
  0.20586,0,4294967125,0,0,
  0.20644,0,4294967125,0,0,
  0.20704,0,4294967125,0,0,
  0.20764,0,4294967125,0,0,
  0.20823,0,4294967125,0,0,
  0.20890,0,4294967125,0,0,
  0.20958,0,4294967125,0,0,
  0.21020,0,4294967125,0,0,
  0.21082,0,4294967125,0,0,
  0.21146,0,4294967125,0,0,
  0.21209,0,4294967125,0,0,
  0.21272,0,4294967125,0,0,
  0.21354,0,4294967125,0,0,
  0.21424,0,4294967125,0,0,
  0.21494,0,4294967125,0,0,
  0.21567,0,4294967125,0,0,
  0.21637,0,4294967125,0,0,
  0.21705,0,4294967125,0,0,
  0.21783,0,4294967125,0,0,
  0.21854,0,4294967125,0,0,
  0.21925,0,4294967125,0,0,
  0.21997,0,4294967125,0,0,
  0.22069,0,4294967125,0,0,
  0.22122,0,4294967125,0,0,
  0.22176,0,4294967125,0,0,
  0.22225,0,4294967125,0,0,
  0.22273,0,4294967125,0,0,
  0.22322,0,4294967125,0,0,
  0.22370,0,4294967125,0,0,
  0.22418,0,4294967125,0,0,
  0.22466,0,4294967125,0,0,
  0.22515,0,4294967125,0,0,
