kp,ki,setpoint,ewma
8,16,85,1
8,16,85,4
8,16,85,6
8,16,85,8
8,16,85,9
8,16,85,13
8,16,85,15
8,16,25,1
8,16,25,4
8,16,25,6
8,16,25,8
8,16,25,9
8,16,25,13
8,16,25,15
8,16,5,1
8,16,5,4
8,16,5,6
8,16,5,8
8,16,5,9
8,16,5,13
8,16,5,15
8,16,45,1
8,16,45,4
8,16,45,6
8,16,45,8
8,16,45,9
8,16,45,13
8,16,45,15
