# hostname;interval;timestamp;CPU;%usr;%nice;%sys;%iowait;%steal;%irq;%soft;%guest;%gnice;%idle
fedora;1;2023-02-22 20:14:36;113;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;114;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;115;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;116;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;117;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;118;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;119;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;120;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;121;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;122;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;123;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;124;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;125;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;126;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;127;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;128;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;129;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;130;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;131;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;132;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;133;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;134;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;135;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;136;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;137;0.00;0.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;94.00
fedora;1;2023-02-22 20:14:36;138;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;139;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;140;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;141;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;142;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;143;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;144;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;145;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;146;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;147;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;148;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;149;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;150;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;151;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;152;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;153;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;154;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;155;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;156;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;157;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;158;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;159;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;160;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;161;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;162;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;163;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;164;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;165;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;166;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;167;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;168;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;169;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;170;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;171;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;172;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;173;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;174;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;175;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;176;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;177;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;178;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;179;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;180;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;181;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;182;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;183;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;184;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;185;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;186;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;187;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;99.00
fedora;1;2023-02-22 20:14:36;188;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;189;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;190;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;191;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;192;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;193;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;194;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;195;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;196;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;197;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;198;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;199;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;200;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;201;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;202;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;203;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;204;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;205;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;206;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;207;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;208;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;209;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;210;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;211;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;212;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;213;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;214;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;215;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;216;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;217;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;218;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;219;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;220;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;221;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;222;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:36;223;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;100.00
fedora;1;2023-02-22 20:14:37;-1;0.01;0.00;0.03;0.00;0.00;0.00;0.00;0.00;0.00;99.96
