,hp_instance,lp_instance,hp_llc,lp_llc,hp_workload,lp_workload,hp_mba,lp_mba,score,socket_IDI_MISC.WB_UPGRADE,hp_core_MEM_LOAD_RETIRED.L3_HIT,hp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT,hp_core_IDI_MISC.WB_UPGRADE,hp_core_IDI_MISC.WB_DOWNGRADE,hp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM,lp_core_metric_L2 misses trigger SFBINV exclusive forward line,lp_core_metric_L2 misses trigger SFBINV mod line,hp_core_xnps_hit_to_miss,hp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS,lp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM,lp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT,system_metric_L3_hit_rate_pct,lp_core_metric_L2 % of L2 evictions that are NOT allocated into L3,system_metric_CHA % cyles Fast asserted,lp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS,hp_core_metric_L2 misses trigger SFBINV exclusive forward line,hp_core_metric_L2 misses trigger SFBINV mod line,hp_core_metric_L2 % of L2 evictions that are NOT allocated into L3,system_metric_memory bandwidth total (MB/sec),hp_core_metric_L2_hit_rate_pct,hp_core_metric_L3_hit_rate_pct,lp_core_metric_L2_hit_rate_pct,lp_core_metric_L3_hit_rate_pct,system_UNC_M_RPQ_OCCUPANCY,system_UNC_M_RPQ_INSERTS,system_UNC_M_WPQ_INSERTS,system_UNC_M_WPQ_OCCUPANCY,system_metric_memory WPQ write latency (ns),system_metric_memory RPQ read latency (cycle)
rdt_32_24_11_4_1_specjbb2015_stream_100_20.sh,32,24,11,4,specjbb2015,stream,100,20,3700,17979122.36406427,1014763.15903,7232.39983672,744322.8281970001,2082024.72132,231761.271945,0.00179319560005,0.00179201642788,,3731.03143302,3985.84206052,152.754004055,75.951870668959,97.4199592117,0.001611806394546796,344.016356424,0.05560558590699999,0.0615513073798,63.96279203979999,52877.41407895747,68.11734934350001,58.0999837617,27.7257631212,72.0819962521,44922383463.26864,569197278.5650412,276477788.1953092,109398672759.5083,582.9124056613307,76.19192149396542
rdt_32_24_11_4_1_specjbb2015_stream_100_30.sh,32,24,11,4,specjbb2015,stream,100,30,3900,18348911.84001901,911583.457524,11008.4895339,792535.830803,2349808.01861,202212.436655,0.00201380639085,0.00177685815762,,4177.98183899,4192.52058875,144.196240689,64.88637087020179,98.12085685139999,0.2926750619182187,343.298597811,0.0479287310623,0.0568252642162,64.5422112109,80927.47745801951,67.2903659773,56.71029664020001,37.0259900761,42.2270329972,140816675895.3579,859287788.7474855,397971221.4790527,208954785153.3123,862.8399769688997,163.3733200010206
rdt_32_24_11_4_1_specjbb2015_stream_100_40.sh,32,24,11,4,specjbb2015,stream,100,40,4600,14785649.51515421,712657.072892,9123.20219992,498596.253038,2598327.37256,187151.665598,0.00219821836068,0.00219428599283,,2255.7006384,4548.24605267,115.885818166,79.32286725662743,98.2643020906,18.19006209547459,267.298272184,0.07036287,0.0838172989542,74.2144667238,92761.73923322119,65.2929779473,48.9255733665,39.7730635758,77.87190441130001,240509565024.6801,1013088882.846994,459957312.7192879,217861337667.3348,821.9067977430319,241.5964093116782
rdt_32_24_11_4_1_specjbb2015_stream_100_50.sh,32,24,11,4,specjbb2015,stream,100,50,4900,13692307.34711966,686736.25193,8586.24184645,462638.656027,2589374.71925,179613.878501,0.0022480060815,0.00205872841288,,3987.71899468,7942.55985316,130.818758448,73.48950661240846,98.3639524746,20.9361145793555,367.666754365,0.0514021917173,0.0719519991552,75.9647498756,93923.06622636523,66.9465598938,46.5898647959,44.445892976,72.6039019681,246957625345.9153,1044387838.771891,468184675.8650872,217985159678.8535,785.9521203563417,246.26565863556
rdt_44_12_11_11_1_specjbb2015_stream_100_10.sh,44,12,11,11,specjbb2015,stream,100,10,3100,16813653.96348862,922199.6525280001,6325.93707824,606464.236675,1383181.58012,173403.231262,0.000494983481077,0.0008750110354719999,,6518.27726269,3675.8722439,187.778911869,79.2502407255444,96.43930889239999,0.04648247226528019,298.789833196,0.0510437639095,0.0630963800185,60.6900831701,25885.82702922766,68.12011065979999,64.6934769375,25.4474952125,70.9381245017,13589271932.16488,270493612.4253237,122035372.254603,35592641484.40486,636.9338822020338,50.68277565797361
rdt_44_12_11_11_1_specjbb2015_stream_100_100.sh,44,12,11,11,specjbb2015,stream,100,100,3500,18987020.0582555,575836.047137,7928.91616679,376514.926421,1767054.66814,198658.193948,0.000156525172078,0.0007580816965760001,,4717.86300012,4657.63973993,189.839396546,80.33926397351708,97.7209275176,0.2314477528537709,491.904960415,0.0569830202726,0.05461350243480001,73.2188975317,84397.83836145494,63.4095096156,46.17606982140001,54.5230178254,79.4655758329,152154849993.7189,947347223.830608,418662338.4727938,197208299374.1829,799.5218579318814,163.5635781613667
rdt_44_12_11_11_1_specjbb2015_stream_100_20.sh,44,12,11,11,specjbb2015,stream,100,20,3100,17733849.57788019,806624.960357,8982.50116338,592602.568562,1497625.78673,211508.586931,0.000226444975695,0.000758335950093,,2262.25177244,4359.95118455,264.959610711,76.66765196563126,96.74654804020001,0.006383744127118788,424.472491667,0.08305943042769999,0.0721435350155,61.8056098242,30878.37186905998,65.0315391649,61.54982288229999,27.1090318717,71.5865311673,17258894161.05912,333905207.6376929,143937234.2351544,40434266972.63802,584.3124626715878,52.57087073347321
rdt_44_12_11_11_1_specjbb2015_stream_100_30.sh,44,12,11,11,specjbb2015,stream,100,30,3100,19072504.34352319,772615.021292,8492.71133407,596522.476336,1659108.13445,211733.798147,0.000167893480922,0.000517640328786,,2414.09759439,3549.47388856,199.006081499,58.72509561062497,97.1988798589,0.006320368224861175,357.04032269,0.0460486131447,0.0559350679848,64.0426791896,42844.46824445362,62.9587267028,60.3738127958,35.2286879076,32.6731757193,25727815231.81534,458485711.6055307,196850776.028399,51677696907.49872,457.4948272109848,57.95865145992744
rdt_44_12_11_11_1_specjbb2015_stream_100_40.sh,44,12,11,11,specjbb2015,stream,100,40,3200,19127730.45700653,642902.286788,6551.64262053,496482.233958,1382290.93418,167630.602663,9.25982785648e-05,0.0008046984928520001,,2554.75714925,3319.88405583,202.167309856,79.32265730393881,97.3528717832,0.1487338186390555,322.445011043,0.10362302269,0.0930750885981,62.6210973231,59990.14125694218,65.8761656598,50.0986457638,36.4850822933,78.8414573502,62026834930.75186,671854000.7100992,304620565.4620527,136821051766.3273,657.1505680669699,89.86291256009869
rdt_44_12_11_11_1_specjbb2015_stream_100_50.sh,44,12,11,11,specjbb2015,stream,100,50,3300,17477089.40480383,566366.313912,10405.4873992,432053.963252,2601957.80368,161704.176095,0.000434675289329,0.0007492560704480001,,1794.64359224,3706.43792637,175.795495538,60.71590596418347,97.7001183158,0.2253984138331109,280.74111868,0.0413713972342,0.0573079776432,78.2028533876,83181.56495976857,63.9996052558,47.6187905375,46.1288550576,56.291873208,149043113614.7131,862465362.3188566,424281018.116142,210330249121.3236,760.3755310308899,173.1256885133964
rdt_44_12_11_1_1_specjbb2015_stream_100_10.sh,44,12,11,1,specjbb2015,stream,100,10,3000,19153825.0573668,907512.508292,6752.307309100001,809090.695029,1731832.74012,195748.744193,0.00055524224729,0.0008433553388630001,,6509.31706253,4087.62855277,120.944454148,78.82227427930161,97.4392082283,0.002098812556316834,355.077913371,0.0365467687109,0.04115783650240001,59.69342672699999,27385.46114774359,65.13604770479999,64.6774143358,24.9383624966,68.9280030302,14696133758.54137,279146169.8414783,124607245.7010928,40399762231.13641,882.4674077937527,51.01883794578549
rdt_44_12_11_1_1_specjbb2015_stream_100_100.sh,44,12,11,1,specjbb2015,stream,100,100,3300,20231177.17556242,768935.123843,5306.74467613,736570.4397260001,1657215.21563,165760.105825,0.000123218270218,0.0007607311769869999,,2777.95198023,5287.25564377,122.685835419,80.29405108683163,98.5225945761,6.930831562644188,307.807875728,0.0669717947348,0.0558920146024,59.03538650319999,81332.43441050928,62.7554333067,57.4323222543,54.21312902010001,78.1242033011,128032678429.3286,920100642.1449467,403564665.7516855,190944186448.5738,823.4068521854902,144.7659276916229
rdt_44_12_11_1_1_specjbb2015_stream_100_20.sh,44,12,11,1,specjbb2015,stream,100,20,3000,19746293.19081619,765016.910196,6007.34985461,825755.9481180001,1668034.92082,150883.727522,0.000462718160904,0.000821876022968,,4482.45828143,4405.6584693,124.229028496,74.82740232727882,98.10877134299999,0.07478905598490816,324.495445228,0.0701367049125,0.0612102724009,58.4716354429,32764.05206927816,59.6987270337,65.06151407,27.8968158766,70.1066880628,19415178605.49836,368286480.3416514,179624717.1806424,48244121118.34683,616.8087327621462,53.90803152262865
rdt_44_12_11_1_1_specjbb2015_stream_100_30.sh,44,12,11,1,specjbb2015,stream,100,30,3100,18481997.10412616,818555.073791,8895.86750888,781838.562933,1493487.76886,189493.854809,0.000185826728018,0.000481567267065,,4646.09918884,5183.77630094,143.464686931,54.66248713095965,98.62599852459999,0.3832546864715705,409.142847457,0.0655853284167,0.05688846385369999,58.4637571668,41397.19098175804,61.5791349684,68.1073367621,36.061804721,33.0207731922,26151612086.67168,449358620.6873837,213344486.0608087,59068232925.37273,432.6641667489412,58.72201314296328
rdt_44_12_11_1_1_specjbb2015_stream_100_40.sh,44,12,11,1,specjbb2015,stream,100,40,3100,18389411.95478008,794078.568204,9316.54857644,704864.592529,1578836.21949,160220.395456,0.000105437548081,0.000840038437528,,2199.97125194,4150.42863556,82.5193508455,79.43129226840753,98.4353600084,1.460688747248093,265.117973922,0.0336496159938,0.05214835854349999,58.98702478569999,56930.59920310305,65.6667196334,61.5918891983,36.6862438265,77.47170827800001,44409709736.94314,603563805.1144923,286570878.0349247,108719194454.5365,628.8957855150517,74.43436038175679
rdt_44_12_11_1_1_specjbb2015_stream_100_50.sh,44,12,11,1,specjbb2015,stream,100,50,3200,19560429.67881966,869241.639672,7696.192641,783895.5293630001,1543172.02598,250014.14985,0.000135832620412,0.000530904117612,,3516.09586849,4437.40531285,76.91030373529999,70.2541452981085,98.6429008699,1.138006740034356,283.251371539,0.06955672123039999,0.051842266809,56.9872780385,63157.46227730994,62.44738560729999,65.74450540810001,46.48510535819999,56.2694868762,63224400800.856,694591623.9202614,332769667.8879168,146982878626.3338,723.9914550058015,94.64907824280071
rdt_44_12_11_2_1_specjbb2015_stream_100_10.sh,44,12,11,2,specjbb2015,stream,100,10,3000,19361479.42658472,906677.5056,7240.66273583,778884.8993170001,1359525.55644,201199.590534,0.000255650700772,0.000685940843193,,6524.64915904,4152.24253836,176.809415578,81.95350409225554,97.22239939309999,0.004860401028366173,364.630826189,0.0695226938376,0.067975842735,54.3315807246,26306.25850836336,62.3306395596,68.5841285905,25.3171814655,70.63295432,12328332285.28486,249358332.7177884,121118951.4584464,39411212442.43174,739.3417271779849,51.00766794871139
rdt_44_12_11_2_1_specjbb2015_stream_100_100.sh,44,12,11,2,specjbb2015,stream,100,100,3400,17842840.15300064,745856.8832899999,5517.68312476,594254.594779,1554086.50802,126866.765313,0.000121581176553,0.0007585465075000001,,1737.83774787,4416.62582167,93.8566362591,80.49459410818366,98.46368098639999,0.3366559343846922,226.929469279,0.0276137247644,0.0485648263246,61.4240873501,84170.02230749393,67.6405498173,59.757716331,54.218865446,78.8743120172,168942738104.9672,938388843.7576039,427120769.6389073,207283415568.0276,801.2938568593187,184.3820550645948
rdt_44_12_11_2_1_specjbb2015_stream_100_20.sh,44,12,11,2,specjbb2015,stream,100,20,3100,17176940.20133728,829611.578045,11254.7620147,667345.728134,2318817.72791,162076.089271,0.000921556871454,0.00110493335429,,3103.46207439,3962.0540615,151.497309628,76.1698192945977,97.5660239778,0.05651279238815356,318.235444808,0.04092315756230001,0.0517343085133,68.9745830811,58441.06988025593,65.8883504409,60.91113740319999,27.5684310278,71.3163113186,46473220648.81187,590955935.3443612,321660889.9073415,121574929570.2121,602.2381700993669,79.24826669310949
rdt_44_12_11_2_1_specjbb2015_stream_100_30.sh,44,12,11,2,specjbb2015,stream,100,30,3000,19426444.08438772,801402.068432,8677.07315244,775164.2036369999,1234980.56862,159570.388927,0.0007014299809660001,0.0008528497309539999,,2185.95681502,3921.7917261,148.881637158,58.4372155974153,98.2582848218,0.00517647417929009,256.677619935,0.0426476449945,0.0604702287621,52.6093677606,43230.10985068469,62.8199303228,65.7958333533,35.255190947,32.3516289811,26699902611.16979,449410123.5875576,209194002.8111569,52179628710.5435,469.1229452164337,58.26361937791901
rdt_44_12_11_2_1_specjbb2015_stream_100_40.sh,44,12,11,2,specjbb2015,stream,100,40,3100,16443755.50874377,855696.85662,13292.5823968,593740.894403,2417111.01255,202602.972528,0.00036392539774,0.0009588508296760001,,4577.34089356,4268.23721782,92.0087404639,80.0427230917153,98.34344443209999,0.1996496196509465,338.721276868,0.0293479332713,0.0449937087124,71.8024136601,77801.34876356034,64.873838105,58.04987558520001,37.1855955892,77.8282621244,121814035678.6499,803523384.5793916,401286889.5554689,204756895923.9065,751.330736076026,150.4610964706923
rdt_44_12_11_2_1_specjbb2015_stream_100_50.sh,44,12,11,2,specjbb2015,stream,100,50,3100,16761192.40516645,769616.450573,7042.17489176,632038.424865,1478382.66105,197749.894339,0.00015006604358,0.000564435308693,,2019.53354161,4348.26401936,100.216966357,65.58565103652701,98.5588055067,0.653913799868275,203.451915025,0.0768847864545,0.08029923339169999,60.77681976229999,68595.59495915308,65.1745179746,63.2568819257,46.1348703574,56.3012800021,86270185807.90982,729405159.8903924,374887878.894315,183367805762.4897,737.5276652248798,113.9276079132377
rdt_44_12_11_3_1_specjbb2015_stream_100_10.sh,44,12,11,3,specjbb2015,stream,100,10,3000,21188739.23408914,771890.341996,5840.18682916,843191.245428,1564163.76604,186488.062718,0.000908165284145,0.00116918176782,,2007.91378848,3690.80814721,179.120651448,79.94087193875995,97.1282091096,0.00400811912792695,397.964209889,0.06317149872330001,0.05945599074440001,55.9723698474,26104.74730830256,58.1404037567,64.9714721283,24.5931784588,70.3558940349,13678127316.3933,267064687.1614169,123887247.9691807,36151552670.72975,705.0846677016358,51.25486123229706
rdt_44_12_11_3_1_specjbb2015_stream_100_100.sh,44,12,11,3,specjbb2015,stream,100,100,3400,17701165.70622091,699843.149613,10601.6564024,563858.003103,1506027.3275,187572.878931,0.000139625390715,0.0007726831727070001,,2001.12370568,4241.27931254,93.978786393,81.33912479307945,98.394633214,0.2588434078212976,170.066062127,0.0592233933111,0.06242890909819999,61.5636731657,84454.91748442188,64.1203347299,56.7020398912,54.4253794453,79.2781330987,155654259020.4228,949434498.1133336,419626562.0918281,200167924602.4131,823.2466065751341,163.272671699537
rdt_44_12_11_3_1_specjbb2015_stream_100_20.sh,44,12,11,3,specjbb2015,stream,100,20,3000,19518438.64786774,840312.137179,8472.00287722,738774.3955069999,1399767.84602,168108.37328,0.0004810257800369999,0.000829636989143,,4247.55346341,3525.93583008,170.442729552,77.2939728078273,97.38406449,0.4055149269194648,432.995445342,0.0528855067186,0.08237167369119999,56.8458546867,33144.66499437782,62.23361570439999,60.2539236261,26.8382985903,71.6444928387,19642668596.10658,371442460.3092587,183984271.0382425,46071537600.82092,549.3688302289564,53.69048322777422
rdt_44_12_11_3_1_specjbb2015_stream_100_30.sh,44,12,11,3,specjbb2015,stream,100,30,3000,17860275.92201033,937347.7332680001,10229.6755517,668264.6694520001,1983253.63552,145966.301327,0.0005884649288230001,0.0007650215219660001,,2397.92240158,3715.40966923,204.41454662,57.67519569259193,97.98658235069999,0.0291093019503757,363.836200328,0.0294228314037,0.043537238721,66.520829895,66393.48759532544,68.8314951413,58.7807528116,35.5202701138,33.8278998245,73837037756.82802,696711028.6517347,352500260.5038372,175863059723.1036,690.8896509579611,104.5473896246844
rdt_44_12_11_3_1_specjbb2015_stream_100_40.sh,44,12,11,3,specjbb2015,stream,100,40,3100,18180445.76992268,769574.023851,8032.02260789,634424.352724,1650518.58324,220551.052552,0.000255982372138,0.0008773672644380001,,3839.15675649,4201.24218131,118.108955815,79.8811405025797,98.1602100649,0.03766033134724726,351.032080612,0.08183031159460001,0.07748348734939998,62.2467790646,56384.83386160401,59.3063911042,61.1046126588,37.3638055224,78.1754870894,44236616092.68916,608521637.2591385,276794299.2074878,109131570871.4515,605.7710640163393,71.88927034796956
rdt_44_12_11_3_1_specjbb2015_stream_100_50.sh,44,12,11,3,specjbb2015,stream,100,50,3200,17313662.43049136,688997.135045,8676.22687429,617462.1738189999,1846639.6335,164356.26413,0.000281039362062,0.000688422766661,,3423.8497482,4197.52567382,123.922744482,63.57197009337858,98.41393102149999,0.4263752666180505,340.308138168,0.0559128671973,0.0641428704456,65.8957350632,79582.48944035012,61.7522115057,55.97170242270001,45.9759610587,56.6787544222,128421045479.9284,839388087.9217763,411217401.8263633,205110246281.6101,729.3193470540559,151.8897073323086
rdt_44_12_11_4_1_specjbb2015_stream_100_10.sh,44,12,11,4,specjbb2015,stream,100,10,3000,19595803.71252477,840715.8775810001,8791.43230141,766291.113381,1834482.04278,206186.654282,0.0004531580377450001,0.000883543063483,,6557.14300112,3820.39666205,193.178707502,80.8634128937716,97.03713117129999,0.01587203345618133,365.8886595119999,0.05296077470649999,0.0508669124077,62.469301811,26588.47705362131,60.0590913356,66.7369937718,24.6812416742,70.9429275878,13726903635.589,266980019.143704,127084475.9290144,40607937948.28048,724.3078681526099,50.36936016319694
rdt_44_12_11_4_1_specjbb2015_stream_100_100.sh,44,12,11,4,specjbb2015,stream,100,100,3400,14712560.20151255,655891.524012,12559.587159,408846.493038,2306371.59094,140687.639237,0.000276823861959,0.000859724207659,,1866.37027732,4031.21536521,96.27045359780001,80.79684812210286,98.34590854049999,0.4808550937292251,238.885510069,0.036259610381,0.0607958026409,76.6020933961,91091.6448702891,67.9059144587,49.7269950811,54.4292894409,79.1006031313,206966950880.6293,965826987.4934084,460274997.9348878,214407128578.8999,818.1444757332312,214.1042333020679
rdt_44_12_11_4_1_specjbb2015_stream_100_20.sh,44,12,11,4,specjbb2015,stream,100,20,3000,16848458.27335399,836576.523709,7801.78917907,603062.774032,1509097.54242,190861.921554,0.000374944200211,0.0008690756534869999,,2294.52903647,4146.67608904,195.694637658,77.7279301497758,97.2935222056,0.04112387826592745,413.936809403,0.04520434048709999,0.0538533544569,61.8840446486,36843.0335700646,69.5220954069,63.94568097810001,26.8758074772,71.3663300488,24058063387.32727,408117847.4710013,207689649.6246659,51317174351.12987,534.8348777210176,60.01058061743572
rdt_44_12_11_4_1_specjbb2015_stream_100_30.sh,44,12,11,4,specjbb2015,stream,100,30,3000,17411843.05894328,826586.724511,6388.86444705,616232.793987,1219941.4214,202142.366309,0.000114566464713,0.000478826207052,,2793.00256675,4557.31779563,230.408102081,59.04779267255597,97.8284872369,0.1629251518381897,522.498641322,0.122461712266,0.0904091793592,56.7822073172,44959.51512188173,68.2003857417,63.42705197310001,35.4518090839,33.2668893795,27413285533.13454,460242336.9107866,213715553.6971522,59020362797.26305,468.1839722194612,59.08897141372634
rdt_44_12_11_4_1_specjbb2015_stream_100_40.sh,44,12,11,4,specjbb2015,stream,100,40,3100,19069853.15515596,747364.953606,11073.4705342,631128.653847,1704847.06983,248004.366246,0.000150368491538,0.0008548913564939999,,1808.66920438,3727.54757772,139.440200369,80.80646425603905,97.9466293266,0.02228927513089929,264.812174741,0.100339054926,0.090054859771,63.2602721264,63991.38694745701,62.1689563102,60.98108700180001,36.5322715085,78.6478076771,59471568387.94198,682748404.2884222,306937333.2055136,138854655708.2824,606.505843785542,87.10612579157144
rdt_44_12_11_4_1_specjbb2015_stream_100_50.sh,44,12,11,4,specjbb2015,stream,100,50,3100,16964582.90889959,793605.6711970001,9530.30584118,545601.5865399999,1636866.91724,204301.45056,8.7852201627e-05,0.0005229246580630001,,1953.7125275,3870.17179786,127.663950724,69.78174569607158,98.210983392,0.03355261575270234,206.351005085,0.04414177771919999,0.0535825103578,65.2869214238,68359.41684796418,63.5930556595,60.344159032,46.0941791209,56.7336893771,79115825844.59178,733344108.8879287,355896061.7531953,179504731393.632,745.0919219109878,106.0095586029067
rdt_52_4_11_11_1_specjbb2015_stream_100_10.sh,52,4,11,11,specjbb2015,stream,100,10,2700,16895050.28334556,767264.708497,5551.97928152,602456.250849,1119261.77832,164561.856724,0.000157713995123,0.000724270703771,,1814.27683903,4543.55104234,305.20752467,82.71699610391966,96.3424780015,0.01237016402067888,515.5409332840001,0.0729301947392,0.0654684434455,57.09477475649999,16892.1333411418,64.7069069575,67.4213695428,24.6426851357,70.346446729,8057643923.404155,162786244.76943,88761476.00597727,36372104040.56377,1488.984492927016,49.93914798640947
rdt_52_4_11_11_1_specjbb2015_stream_100_100.sh,52,4,11,11,specjbb2015,stream,100,100,2800,20725400.13487584,682941.981164,8453.3968067,552427.313072,1433513.08919,220002.818858,1.71013283606e-05,0.0008070142780229999,,1573.31153656,4066.03951731,245.405137506,82.67836976767336,97.13664201569999,0.05370709316181128,323.985720304,0.0734050471222,0.0636930121209,62.20989646899999,52313.61992355112,67.0724335953,57.2034850963,55.0610846807,81.2307633232,28666195087.21648,498418185.1721347,225515086.8824343,62036739270.28797,575.7776230042483,57.86199470764171
rdt_52_4_11_11_1_specjbb2015_stream_100_20.sh,52,4,11,11,specjbb2015,stream,100,20,2700,17766211.68548883,722784.328137,8377.361769399999,603707.166849,1309022.49957,194698.809877,0.000202768690889,0.00070976250628,,1636.15117451,4701.13854164,365.756441854,79.81408007604176,95.9953982117,0.04738090952058935,385.227505507,0.0382023079763,0.0454833013978,61.2761072133,18210.18699064381,60.9317982166,67.15403979930001,27.3808458033,71.462830644,10847357005.10321,215413372.8291654,104315859.2337004,57002862899.97049,1239.508764972899,49.82222818763222
rdt_52_4_11_11_1_specjbb2015_stream_100_30.sh,52,4,11,11,specjbb2015,stream,100,30,2800,15852480.20611303,673297.316761,9747.15110261,530020.891206,1896506.15761,157070.492668,0.000211273261269,0.000535073845737,,1548.45305521,4507.44896335,269.057334604,64.28263201456485,97.1526265926,0.3679273042676893,456.460199808,0.0469452453772,0.0542836066396,71.917982663,51643.23496264589,63.90495845020001,59.1146781911,35.6707384634,32.8689574701,33075525118.89054,492248816.1188219,284593720.8061737,88983538588.51837,681.9008268545912,66.54755233945245
rdt_52_4_11_11_1_specjbb2015_stream_100_40.sh,52,4,11,11,specjbb2015,stream,100,40,2800,18303352.93569639,684027.590771,6644.72849269,568466.623863,1434555.62765,197262.158408,3.13175253074e-05,0.000802906167057,,1587.41534591,4073.97967476,377.684712561,81.60652336987249,96.87749010299999,0.007445460929121353,376.604511136,0.07780542566599999,0.0679071276821,63.5118517799,29151.51085323375,66.5942099863,62.6681577334,36.6529491954,78.5743863256,14929160236.43455,290220615.6248389,125318503.1240561,38762665478.26535,745.4147781802068,52.42459863910357
rdt_52_4_11_11_1_specjbb2015_stream_100_50.sh,52,4,11,11,specjbb2015,stream,100,50,2800,19627896.06069611,671317.750746,6341.01319879,593104.6914840001,1353798.27536,129242.025842,0.00011639313724,0.0005548528680019999,,1722.11863743,3740.8651141,328.618300183,69.0285256898462,96.9693305789,1.627713509272978,261.997388815,0.04543371344930001,0.0714803794502,61.71840339680001,31117.219132594,61.4262088141,58.7229901558,46.12146740439999,52.1359554812,19798289105.30677,365202372.828801,172569476.0728559,42155777434.40197,549.2834562099912,53.92765555616572
rdt_52_4_11_1_1_specjbb2015_stream_100_10.sh,52,4,11,1,specjbb2015,stream,100,10,2800,18545718.86206048,758752.3655729999,7994.32542294,689793.7641,1722014.1906,123169.473024,0.000605499346008,0.000946242831382,,1579.29161099,5382.38838035,196.841632196,81.65479810444705,97.0673242346,0.1185455970573779,578.661673218,0.0387538043896,0.0496901501671,63.5521808947,46187.45169291413,64.8897122843,56.891639418,24.7161134095,69.2148034592,31880386756.34382,490660380.7176387,298503203.8146831,85837735983.2668,1216.104107463608,62.19941595181682
rdt_52_4_11_1_1_specjbb2015_stream_100_100.sh,52,4,11,1,specjbb2015,stream,100,100,2800,17825385.59954833,648484.818961,8891.19427278,607932.041309,1085821.51927,142439.111811,1.58975041353e-05,0.0007943596150940001,,1566.30449141,4511.46335502,111.395080519,84.16586848493078,98.4507423194,0.1250498067322479,116.781545125,0.0398898197993,0.050145564572,55.4484829266,44195.16704203274,61.54594255430001,65.06117308520001,56.2050129267,80.7756140671,25739017220.66686,465686209.3500981,222122880.9686099,54018748203.39859,434.1377888267631,56.2797302745459
rdt_52_4_11_1_1_specjbb2015_stream_100_20.sh,52,4,11,1,specjbb2015,stream,100,20,2700,16983384.63802985,719349.956297,5182.26313054,626711.219394,1275371.19524,167082.246183,9.691223041399998e-05,0.000634885780848,,1630.59185873,6238.32164986,294.696332872,79.74680760603441,97.4462575047,0.04300009199862197,395.461504969,0.0636628575536,0.0546231541727,60.8549052217,21350.37824975314,64.5245343947,69.3823165797,26.8328518089,70.0363403404,9616346441.36987,199063715.3367804,100858123.4692162,37356509695.64074,1056.894711617904,49.85231866076351
rdt_52_4_11_1_1_specjbb2015_stream_100_30.sh,52,4,11,1,specjbb2015,stream,100,30,2700,20853664.86548761,812037.482567,5994.59688254,777990.034412,1430039.10937,139081.36209,0.000134986247836,0.0004732749515209999,,1602.08727034,5489.16089239,256.335576189,66.5168967346651,98.303458784,0.1451175939438135,218.817573364,0.0805181450598,0.0833393454273,57.8040220214,22156.88349369789,63.4968770292,67.5761490064,35.606337176,30.1911293593,14587255094.73727,285213188.6404268,137612710.6114131,41790182468.58442,924.0250783889239,51.49435690664815
rdt_52_4_11_1_1_specjbb2015_stream_100_40.sh,52,4,11,1,specjbb2015,stream,100,40,2700,17337524.73692603,784422.072019,9914.87393764,623360.3357010001,1737021.46062,142434.065482,8.9920046843e-05,0.000819509401141,,1522.58865483,6132.15778395,167.856639433,81.76989311657442,98.30097032309999,0.06214298651361374,229.952152621,0.0337118188577,0.0483976610096,66.23167699220001,51871.68047626111,68.5339361029,63.4280461694,36.8462749003,77.37310942939999,44305199066.1825,554417002.1716846,311854456.707527,113649698700.4924,684.2578019265355,76.66884907147882
rdt_52_4_11_1_1_specjbb2015_stream_100_50.sh,52,4,11,1,specjbb2015,stream,100,50,2800,16860837.03734833,749736.6820779999,4786.12952026,610971.9286270001,1077770.26016,151486.432687,9.41178548682e-05,0.00051784584341,,1573.27244345,4714.14581491,170.697767753,75.76933442378522,98.5488031654,3.003639269008537,272.066455704,0.0582877678534,0.061714388494,56.2884320442,31899.44598396919,62.2245040656,63.99191441479999,47.2557702643,50.795114639,17229647214.44858,334190134.1111433,156200009.0520914,41590807578.72149,504.5274676389416,53.07265625255455
rdt_52_4_11_2_1_specjbb2015_stream_100_10.sh,52,4,11,2,specjbb2015,stream,100,10,2800,19448170.09982978,855609.509641,9267.91680994,711925.6969140001,1119666.88095,200613.479739,0.000322498474425,0.000773237135335,,1877.94644888,4503.26210108,231.320275802,84.66774469704175,96.9571915254,0.1278816453080266,390.592256252,0.05258704513590001,0.0521629361508,54.3384352954,17302.7558278412,65.1759044698,64.1873035079,25.2323368798,70.6389068122,11908261401.64274,237506237.9762254,107801156.2415227,36585856601.71209,1547.456068763017,50.21643320425184
rdt_52_4_11_2_1_specjbb2015_stream_100_100.sh,52,4,11,2,specjbb2015,stream,100,100,2800,19472985.70013282,794000.288176,11174.516905,656653.701025,2185015.38623,173565.100747,4.75026859547e-05,0.000806531269791,,1482.83317948,4742.86844147,164.056427347,84.82957854656243,98.34037979790001,0.1396930453645211,220.7147942,0.0348505658636,0.042880247943,68.60454407739999,67473.12071354661,66.0477329929,57.5196657203,55.7176144685,81.19047696279999,68359301112.44592,679371617.910382,371378184.7363721,166034703448.2059,607.9446419231017,101.8862862996365
