,_HP_LLC_MAX,_HP_LLC_MEAN,_HP_LLC_MIN,_HP_MB_MAX,_HP_MB_MEAN,_HP_MB_MIN,_LP_LLC_MAX,_LP_LLC_MEAN,_LP_LLC_MIN,_LP_MB_MAX,_LP_MB_MEAN,_LP_MB_MIN,hp_instance,lp_instance,hp_llc,lp_llc,hp_workload,lp_workload,hp_mba,lp_mba,score,socket_IDI_MISC.WB_UPGRADE,hp_core_MEM_LOAD_RETIRED.L3_HIT,hp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT,hp_core_IDI_MISC.WB_UPGRADE,hp_core_IDI_MISC.WB_DOWNGRADE,hp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM,lp_core_metric_L2 misses trigger SFBINV exclusive forward line,lp_core_metric_L2 misses trigger SFBINV mod line,hp_core_xnps_hit_to_miss,hp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS,lp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HITM,lp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_HIT,system_metric_L3_hit_rate_pct,lp_core_metric_L2 % of L2 evictions that are NOT allocated into L3,system_metric_CHA % cyles Fast asserted,lp_core_MEM_LOAD_L3_HIT_RETIRED.XSNP_MISS,hp_core_metric_L2 misses trigger SFBINV exclusive forward line,hp_core_metric_L2 misses trigger SFBINV mod line,hp_core_metric_L2 % of L2 evictions that are NOT allocated into L3,system_metric_memory bandwidth total (MB/sec),hp_core_metric_L2_hit_rate_pct,hp_core_metric_L3_hit_rate_pct,lp_core_metric_L2_hit_rate_pct,lp_core_metric_L3_hit_rate_pct,system_UNC_M_RPQ_OCCUPANCY,system_UNC_M_RPQ_INSERTS,system_UNC_M_WPQ_INSERTS,system_UNC_M_WPQ_OCCUPANCY,system_metric_memory WPQ write latency (ns),system_metric_memory RPQ read latency (cycle)
rdt12_441111specjbbstream10040.sh,35616,25585.2141983,8736,4393.4,701.944553244,0,22064,11339.6915545,2240,22064,10112.9086903,0,12,44,11,1,specjbb,stream,100,40,38042.28,17998343.76044928,1716223.14408,2341.77846505,2789257.9654,1780702.10443,68702.1616322,0.04326904003050001,0.0317800177218,,408.798336605,11794.2223347,341.331718416,66.37598672062363,98.11539593459999,22.18279728928764,252.956989675,0.0375406961901,0.06370258496619999,33.5343435021,38961.99122483721,54.6318616117,65.6074871928,43.6245292472,62.34126724270001,36259219031.89675,411402459.8965637,201829104.8019066,68091418280.0606,595.1941934827637,92.06447642852548
rdt12_441111specjbbstream10050.sh,35168,25666.9179927,11088,4250.3,682.806119951,0,22848,11470.8837209,2464,22848,10698.0915545,0,12,44,11,1,specjbb,stream,100,50,38943.79,18547948.62660893,1692885.44057,3263.91736412,2896044.27413,1749563.8477,75561.4656908,0.0434468232706,0.0315789992476,,390.803184734,11074.7068186,340.443199018,63.8413819898981,98.22765599280001,22.33116438153085,247.338406112,0.0398659101174,0.07040205632119999,32.5010503895,40764.83993797933,53.05535707470001,66.5561509509,46.3445294401,53.6364662662,44256678406.99297,443458357.0269044,204910577.209171,79510689341.07425,605.1898784953621,102.8392315282242
rdt12_441121specjbbstream10010.sh,31920,23036.9570552,9184,5675,3622.81828221,0,28784,14023.0871166,4704,28784,27400.2334969,0,12,44,11,2,specjbb,stream,100,10,219790.71,95108753.11795887,9332524.07375,8078.92130281,14988527.4197,9120772.14434,178839.847134,0.07660831532370001,0.0511610176076,,969.7432059189999,7832.32761941,160.086018152,69.86986483540653,97.59103765469999,0.09277938164256493,173.146039637,0.0258241255841,0.0411725552919,32.7100160957,57282.58307089259,54.067746959,68.0294979645,25.7625265148,70.2101857993,46787651328.53638,630881388.3714223,279335572.1383053,131007588665.4887,730.1076030352525,75.13382661926941
rdt12_441121specjbbstream100100.sh,33152,5096.75088972,0,3891.6,65.9408804956,0,35504,33487.33970020001,0,35504,54857.1069177,0,12,44,11,2,specjbb,stream,100,100,116342.85,40182639.86694827,3795606.25316,4341.30000731,5728984.92992,5388392.31178,102361.2912,0.0555545255948,0.0391643813433,,380.477047179,7997.52618681,133.632079754,69.75688415554096,98.3369260356,80.52591203744895,227.244675071,0.11148325751,0.123382277104,38.7285539083,93355.35098268256,52.3049019099,53.1509552662,37.7260182287,73.5440386861,241916585272.6914,1048720255.499566,456600352.2472897,214085666331.0232,756.6013457519783,240.012295845837
rdt12_441121specjbbstream10020.sh,33264,20103.2441718,7392,5244.1,3236.11398773,0,30128,17011.6319018,5040,30128,40597.1304294,0,12,44,11,2,specjbb,stream,100,20,175152.44,66336673.09961026,6658908.51621,7909.258048299999,10100771.6096,7817420.59563,159500.925993,0.0650228281611,0.0441643023591,,753.8947113139999,8015.698044,156.835483703,70.34601841450119,98.1519546049,0.1951171984536519,169.528566424,0.0564406855691,0.066434990399,36.23837952,80097.66806834016,53.9911514294,60.09770540270001,27.949823729,74.2539529947,139612422613.7325,878482034.4949057,383916159.1792002,211332765727.1791,899.5282956678403,161.5605321083598
rdt12_441121specjbbstream10030.sh,33488,17842.0392157,6496,5116.6,2444.31617647,0,32480,19491.7058824,4816,32480,49880.17818630001,0,12,44,11,2,specjbb,stream,100,30,124432.23,44484367.47438715,4367366.57416,7343.25540638,6523197.2948,5558085.59613,129276.757815,0.0585823439151,0.0403828962521,,531.726689728,8142.95487132,160.097403584,65.27777166560452,98.3847572809,25.38365632763154,223.482090238,0.102777641131,0.09497862899599999,37.1511267185,93122.7418547641,53.1839583233,56.0283589337,36.7484606129,66.9353657328,241176119749.0941,1051290932.846443,448861816.5045252,216703266240.2036,780.9826722750662,239.8594153689182
rdt12_441121specjbbstream10040.sh,33152,17785.4901961,7392,4341.5,2172.11311275,0,31248,19593,4928,31248,50755.26948530001,0,12,44,11,2,specjbb,stream,100,40,107864.71,37328626.67608267,3654974.24629,5800.20223308,5260452.03684,5026417.81998,117711.340789,0.05360020265549999,0.0373186333653,,473.81537135,8196.7672467,153.738640569,69.23542792812043,98.3485416916,55.89214199473646,251.624515738,0.116590859212,0.112008376889,39.0652413718,93818.54934458957,53.43174115430001,53.4849331429,37.0968433278,72.4918607878,248080095699.0298,1057131767.941582,454843174.7465344,215081727473.2498,754.6939543412857,245.5574296421379
rdt12_441121specjbbstream10050.sh,32704,17431.372549,6048,4344.2,2240.66715686,0,30016,19906.627451,5488,30016,50514.8759804,0,12,44,11,2,specjbb,stream,100,50,110336.5,39059273.16961905,3803374.601019999,4362.7856065,5566356.64975,5053827.1042,111804.382916,0.0554651754141,0.03879824559240001,,376.742060984,7999.82876283,140.02863704,68.15211804247744,98.350018439,66.13535400411692,235.651355286,0.118863798842,0.109243694412,38.091043781,93200.08289362851,52.5978032322,53.3740004346,37.7705784668,71.6587928922,241315312219.5613,1048655375.468176,447231059.6763159,212692438938.6323,755.2495742738512,239.4020099923748
rdt12_441131specjbbstream10010.sh,30240,20999.6555966,9296,6688.1,4539.63702337,0,29008,16031.704797,7728,29008,27776.7617466,0,12,44,11,3,specjbb,stream,100,10,268012.03,117946538.191517,11250750.0614,13139.1385612,18575534.0296,10536777.1267,138940.411714,0.0814862093691,0.0540569068958,,838.6743569460001,5934.87563451,121.764273169,72.69522769144696,97.3413382228,0.002588177399130021,154.679120006,0.0184649600114,0.0342238933182,31.6547627502,58785.03597457745,53.4496788979,71.0701105094,25.8729678509,71.2390039029,51141429104.7923,647946296.3134036,287564137.8081269,141862929932.4154,771.2139012615927,79.88029078263466
rdt12_441131specjbbstream100100.sh,31472,16033.4742015,6160,4314.2,2450.23439803,0,32480,21519.2727273,6720,32480,50596.5366093,0,12,44,11,3,specjbb,stream,100,100,110731.71,36375852.04266345,3366530.90829,4321.36237773,4991781.19969,5570805.07338,80034.0642671,0.05551873064130001,0.0389372759517,,376.3603901130001,6371.80129427,112.12827751,69.35808106169061,98.2733060508,80.71946589034799,217.108631703,0.114131368837,0.0991794757794,41.4131243083,93082.37731970764,51.8011857825,49.18026907319999,37.3010230963,73.9014522941,241880770103.7111,1046858964.374444,451506282.2677981,213741439710.4427,759.1956049251114,240.5206458267079
rdt12_441131specjbbstream10020.sh,29792,19415.9017199,7504,6624.6,3848.95110565,0,30352,17852.8550369,7728,30352,40783.5431204,0,12,44,11,3,specjbb,stream,100,20,205181.12,77007081.97062255,7450131.8663,8815.65300672,11726711.1222,9075419.68978,108659.795006,0.0693606637884,0.0473325981224,,712.721650373,6995.65002298,142.905053558,70.96062569397338,98.01399870620001,0.1175270867842209,188.754526314,0.04904255610349999,0.0622643576281,36.1127866552,81488.74535462393,53.2165817471,59.69449532359999,28.0101923346,74.9657112236,151830417506.4421,895065172.3090197,388564541.9741535,213779466342.1038,897.3315667688119,171.1838422519276
rdt12_441131specjbbstream10030.sh,29904,16180.1474201,7056,5964.2,2805.86412776,0,31696,21347.6953317,8064,31696,49260.9818182,0,12,44,11,3,specjbb,stream,100,30,133613.57,45537558.61117145,4400195.9639,3888.70069203,6584142.15679,6157134.87734,70354.4128694,0.0598092745366,0.041423069527,,356.696624164,6823.54299775,125.306007296,64.50621591798284,98.29981888120001,27.70821554547977,211.564734656,0.09111770340330001,0.0947287458978,38.2501816106,92394.6075952199,51.83161186180001,53.2291769649,37.199425171,67.47568442810001,237160567087.4028,1039315517.340038,441755778.9716581,217553485630.6034,787.7980095042595,236.9643674973547
rdt12_441131specjbbstream10040.sh,31808,15598.5454545,7392,5261.6,2624.33624079,0,31472,21965.7592138,7168,31472,50672.858231,0,12,44,11,3,specjbb,stream,100,40,121027.79,39767760.35140012,3750682.13346,3490.021384000001,5553302.35287,5846334.74127,66350.86076669999,0.0568542781844,0.0399183278238,,289.513183172,6569.611583,109.950680644,69.3763016424639,98.2661126051,57.05219803534878,192.778781713,0.114504693034,0.109865945235,40.3058179704,94056.64935067674,52.0326992661,50.5340672321,36.6338923113,72.7887397753,251129700751.9005,1058584770.161474,452264288.7605681,215942824719.6331,756.3631726462403,246.9431521447636
rdt12_441131specjbbstream10050.sh,31360,15723.2039312,7952,5433.3,2580.89963145,0,30688,21813.5823096,7392,30688,49937.5083538,0,12,44,11,3,specjbb,stream,100,50,119848.42,38599906.98755697,3778630.22692,4007.83135648,5376276.10451,5720732.26076,70699.9473022,0.056964163902,0.0397954342989,,339.846130768,6479.01662605,102.82527073,67.86488248513996,98.27062927690001,67.41296570069886,194.832393938,0.109261544912,0.104374755469,40.7498659563,92711.83612858664,52.664465796,50.81646362350001,37.3046685083,72.1668783399,238676702496.289,1043107483.54576,446499246.8827832,214086229400.8823,760.7549990882477,237.8950836344765
rdt12_441141specjbbstream10010.sh,29344,19734.2899263,8400,7266,4810.37788698,0,30352,17527.8624079,8960,30352,27406.9486486,0,12,44,11,4,specjbb,stream,100,10,281373.34,128418012.2212456,12478499.142,10017.1003286,20162581.903,10866460.1448,125989.315316,0.0818051360835,0.0542091757639,,908.775563424,6669.44648553,139.733107788,73.78913391383402,97.191527522,0.001145523048767891,171.753692876,0.0167685976831,0.0340090347439,31.1786850929,58558.13024265121,53.3280505606,73.3725310891,25.8045076252,71.6987313612,50423055425.31045,643642492.0362762,287312051.6342182,140963681773.1717,759.2657833425047,79.33268035760402
rdt12_441141specjbbstream100100.sh,28336,13906.8501229,6384,4894.1,2613.14152334,0,32592,23801.1007371,10752,32592,50826.7724816,0,12,44,11,4,specjbb,stream,100,100,108855.07,34424463.5223171,3125143.35245,4409.55504126,4493633.56231,5605697.58537,76235.3516502,0.0558079803747,0.0392482015749,,345.231923878,6538.73007864,112.823069067,69.1437335228905,98.16462855729999,80.60959163008816,221.876454786,0.129740202647,0.1211342195,43.1192517738,94051.17533598322,50.4015285349,45.69697333640001,37.1285276868,74.21229967640001,250295708574.7155,1061778661.3136,453682565.3859418,214824076079.481,755.6449511111293,246.7106580018912
rdt12_441141specjbbstream10020.sh,26768,17367.017199,7392,7105,4152.77751843,0,31248,20129.7297297,9856,31248,40823.01916459999,0,12,44,11,4,specjbb,stream,100,20,202146.69,77172467.42007074,7330440.49522,7344.38238066,11537636.3463,9130200.252489999,107366.76791,0.06860553204219999,0.047055455389,,621.944238054,5780.15984885,128.630370727,71.31546418539013,97.81168796729999,0.1385703092111501,178.55467409,0.0455437557247,0.0616064675631,36.5293141524,81574.07342726472,52.9972351865,59.76126417899999,27.8768732666,75.3876215946,151719008218.7716,893140416.7080108,390844076.9905828,213699828879.6977,896.4108257828364,171.439598635004
rdt12_441141specjbbstream10030.sh,26656,14804.6388206,6608,6316.2,2927.102457,0,31584,22889.965602,11536,31584,49057.4608108,0,12,44,11,4,specjbb,stream,100,30,129460.19,43146867.97956332,4070481.70758,3781.21074765,5999759.01347,6282305.63934,73816.906853,0.0599524788091,0.0415999264631,,353.193742083,6456.7294617,127.438934245,64.88315569367666,98.1579457559,28.49464503502408,222.538393417,0.0968747810209,0.09728028578980001,40.4521447008,91903.17207597953,51.3355897654,50.7693290107,36.9056695352,68.0187750263,234653928007.149,1034671916.382204,444102163.1255671,217306312952.0887,787.4579013674338,236.7084383533981
rdt12_441141specjbbstream10040.sh,25984,14374.1130221,6272,5228.1,2671.20515971,0,31360,23272.1965602,11872,31360,50762.7624079,0,12,44,11,4,specjbb,stream,100,40,114780.32,36831908.63782848,3365607.48032,3583.37240313,4899108.99803,5788974.82751,76872.8608375,0.05632978898400001,0.03934362082240001,,295.663665147,6932.87519519,124.516674074,68.37139112224861,98.1642512107,56.78500361685389,177.16380617,0.113231483454,0.109326978576,42.0176983504,94016.44671043212,56.0327728482,47.2341846654,36.791362569,73.280865142,251972396749.8776,1058419507.026255,452685624.3812021,216332029004.528,762.1412331907352,248.2669145987944
rdt12_441141specjbbstream10050.sh,27104,14507.4398034,6048,5316.3,2694.38353808,0,32256,23105.2972973,11760,32256,50205.13525799999,0,12,44,11,4,specjbb,stream,100,50,112202.92,36065923.90583877,3347226.30899,4369.26566205,4769204.02215,5617164.96791,79356.8335479,0.0561889980522,0.0390368326379,,366.791820025,6762.74203432,125.796577518,67.88237896196732,98.15451810729999,67.34350670008887,218.275185045,0.119502040812,0.105866437342,41.9549086401,92934.08393797516,51.0554773078,47.2826319556,37.1514566802,72.4655805584,241416348715.005,1049541817.664092,448745244.7970181,214447969232.8904,767.6837731309188,240.8625144738756
